2024/6/29 7:01:54
      date predic actual  diff   acc
2024-02-21 100.06 101.49  1.43  1.43
2024-02-23 100.71 101.42  0.70  2.12
2024-02-26  99.92  99.76 -0.17  1.96
2024-02-27  99.85 100.00  0.15  2.10
2024-02-28 100.00  99.26 -0.74  1.37
2024-02-29 100.08 100.96  0.89  2.26
2024-03-01 100.21 102.43  2.21  4.47
2024-03-04  99.84  99.21 -0.63  3.84
2024-03-05  99.35  99.69  0.33  4.18
2024-03-06 100.17 101.43  1.26  5.43
2024-03-07 100.22  98.28 -1.93  3.50
2024-03-08  99.96  98.28 -1.68  1.82
2024-03-11 100.08  98.67 -1.41  0.41
2024-03-12 100.34 101.78  1.43  1.84
2024-03-13 100.07  98.50 -1.57  0.27
2024-03-14  99.82  99.83  0.00  0.27
2024-03-15  99.50 101.15  1.66  1.92
2024-03-18 100.12 101.53  1.41  3.34
2024-03-20 100.92 102.63  1.70  5.03
2024-03-21 100.39 100.95  0.56  5.59
2024-03-22  99.50  99.48 -0.02  5.57
2024-03-25  99.77  99.03 -0.74  4.83
2024-03-26  99.99 100.26  0.27  5.10
2024-03-27 100.65 100.38 -0.27  4.83
2024-03-28 100.04  99.83 -0.21  4.63
2024-04-01  99.63  98.98 -0.65  3.97
2024-04-02  99.42  99.02 -0.40  3.57
2024-04-03  99.95 101.26  1.31  4.88
2024-04-04  99.13  97.85 -1.30  3.58
2024-04-05 100.41 100.56  0.15  3.73
2024-04-08 100.04 100.27  0.22  3.96
2024-04-09  99.97 100.27  0.29  4.25
2024-04-10  99.26  98.65 -0.62  3.63
2024-04-11 100.01 101.69  1.68  5.31
2024-04-12  99.22  98.26 -0.96  4.35
2024-04-15  99.57  99.12 -0.46  3.89
2024-04-16 100.11  99.85 -0.26  3.64
2024-04-17  99.93  97.77 -2.17  1.47
2024-04-18 100.07  99.70 -0.37  1.10
2024-04-19 100.30  98.80 -1.49 -0.39
2024-04-22 100.38 101.57  1.18  0.79
2024-04-23 100.39 100.61  0.21  1.00
2024-04-24  99.91  99.70 -0.22  0.79
2024-04-25  99.42  99.67  0.25  1.04
2024-04-29 100.42 101.52  1.10  2.14
2024-04-30  98.99  99.28  0.29  2.43
2024-05-01 100.18  99.92 -0.25  2.18
Mean Absolute Error: 0.83%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00242
Norm: 42.95
===
      date predic actual  diff   acc
2024-02-23 100.89 101.42  0.53  0.53
2024-02-26  99.91  99.76 -0.16  0.37
2024-02-27  99.83 100.00  0.17  0.53
2024-02-28 100.01  99.26 -0.75 -0.22
2024-02-29 100.12 100.96  0.85  0.63
2024-03-01 100.28 102.43  2.14  2.77
2024-03-04  99.81  99.21 -0.60  2.18
2024-03-05  99.19  99.69  0.50  2.68
2024-03-06 100.23 101.43  1.19  3.87
2024-03-07 100.30  98.28 -2.01  1.86
2024-03-08  99.97  98.28 -1.70  0.16
2024-03-11 100.11  98.67 -1.45 -1.29
2024-03-12 100.43 101.78  1.34  0.05
2024-03-13 100.11  98.50 -1.61 -1.55
2024-03-14  99.79  99.83  0.04 -1.52
2024-03-15  99.37 101.15  1.79  0.28
2024-03-18 100.16 101.53  1.37  1.64
2024-03-20 101.11 102.63  1.50  3.15
2024-03-21 100.50 100.95  0.45  3.59
2024-03-22  99.38  99.48  0.10  3.69
2024-03-25  99.72  99.03 -0.69  3.00
2024-03-26 100.01 100.26  0.26  3.26
2024-03-27 100.81 100.38 -0.43  2.83
2024-03-28 100.07  99.83 -0.23  2.60
2024-04-01  99.54  98.98 -0.56  2.04
2024-04-02  99.27  99.02 -0.25  1.79
2024-04-03  99.96 101.26  1.30  3.09
2024-04-04  98.89  97.85 -1.06  2.03
2024-04-05 100.52 100.56  0.04  2.07
2024-04-08 100.07 100.27  0.20  2.27
2024-04-09  99.98 100.27  0.28  2.55
2024-04-10  99.04  98.65 -0.40  2.15
2024-04-11 100.03 101.69  1.66  3.81
2024-04-12  99.00  98.26 -0.75  3.06
2024-04-15  99.46  99.12 -0.34  2.72
2024-04-16 100.15  99.85 -0.29  2.43
2024-04-17  99.93  97.77 -2.17  0.26
2024-04-18 100.10  99.70 -0.40 -0.14
2024-04-19 100.39  98.80 -1.58 -1.72
2024-04-22 100.49 101.57  1.08 -0.65
2024-04-23 100.50 100.61  0.10 -0.54
2024-04-24  99.90  99.70 -0.20 -0.75
2024-04-25  99.27  99.67  0.40 -0.34
2024-04-29 100.53 101.52  0.99  0.65
2024-04-30  98.68  99.28  0.60  1.25
2024-05-01 100.26  99.92 -0.34  0.91
2024-05-06 101.46 102.21  0.75  1.66
Mean Absolute Error: 0.8%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00227
Norm: 60.50
===
      date predic actual  diff   acc
2024-02-26  99.89  99.76 -0.14 -0.14
2024-02-27  99.82 100.00  0.18  0.05
2024-02-28  99.98  99.26 -0.72 -0.67
2024-02-29 100.09 100.96  0.88  0.20
2024-03-01 100.23 102.43  2.19  2.40
2024-03-04  99.79  99.21 -0.58  1.82
2024-03-05  99.23  99.69  0.46  2.28
2024-03-06 100.20 101.43  1.23  3.51
2024-03-07 100.27  98.28 -1.98  1.53
2024-03-08  99.96  98.28 -1.68 -0.15
2024-03-11 100.08  98.67 -1.41 -1.56
2024-03-12 100.37 101.78  1.40 -0.16
2024-03-13 100.07  98.50 -1.57 -1.73
2024-03-14  99.77  99.83  0.06 -1.68
2024-03-15  99.38 101.15  1.78  0.11
2024-03-18 100.12 101.53  1.41  1.51
2024-03-20 101.01 102.63  1.60  3.12
2024-03-21 100.44 100.95  0.51  3.63
2024-03-22  99.40  99.48  0.08  3.71
2024-03-25  99.71  99.03 -0.68  3.02
2024-03-26  99.98 100.26  0.29  3.31
2024-03-27 100.74 100.38 -0.35  2.96
2024-03-28 100.03  99.83 -0.20  2.76
2024-04-01  99.54  98.98 -0.56  2.19
2024-04-02  99.29  99.02 -0.28  1.91
2024-04-03  99.93 101.26  1.33  3.25
2024-04-04  98.96  97.85 -1.12  2.12
2024-04-05 100.46 100.56  0.10  2.23
2024-04-08 100.04 100.27  0.23  2.46
2024-04-09  99.96 100.27  0.31  2.77
2024-04-10  99.07  98.65 -0.43  2.34
2024-04-11 100.00 101.69  1.69  4.03
2024-04-12  99.05  98.26 -0.80  3.23
2024-04-15  99.46  99.12 -0.34  2.89
2024-04-16 100.11  99.85 -0.25  2.64
2024-04-17  99.91  97.77 -2.15  0.49
2024-04-18 100.06  99.70 -0.37  0.13
2024-04-19 100.34  98.80 -1.53 -1.40
2024-04-22 100.43 101.57  1.14 -0.27
2024-04-23 100.45 100.61  0.16 -0.10
2024-04-24  99.88  99.70 -0.18 -0.28
2024-04-25  99.29  99.67  0.38  0.10
2024-04-29 100.46 101.52  1.06  1.15
2024-04-30  98.74  99.28  0.54  1.70
2024-05-01 100.25  99.92 -0.32  1.38
2024-05-06 101.36 102.21  0.84  2.22
2024-05-07 100.02  99.48 -0.54  1.68
Mean Absolute Error: 0.81%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00231
Norm: 59.23
===
      date predic actual  diff   acc
2024-02-27  99.80 100.00  0.21  0.21
2024-02-28  99.95  99.26 -0.69 -0.48
2024-02-29 100.06 100.96  0.90  0.42
2024-03-01 100.19 102.43  2.23  2.65
2024-03-04  99.76  99.21 -0.55  2.10
2024-03-05  99.23  99.69  0.46  2.56
2024-03-06 100.17 101.43  1.26  3.82
2024-03-07 100.24  98.28 -1.96  1.86
2024-03-08  99.94  98.28 -1.66  0.20
2024-03-11 100.05  98.67 -1.38 -1.18
2024-03-12 100.32 101.78  1.45  0.27
2024-03-13 100.04  98.50 -1.54 -1.27
2024-03-14  99.74  99.83  0.09 -1.18
2024-03-15  99.36 101.15  1.80  0.62
2024-03-18 100.09 101.53  1.44  2.06
2024-03-20 100.94 102.63  1.67  3.73
2024-03-21 100.39 100.95  0.55  4.28
2024-03-22  99.39  99.48  0.09  4.37
2024-03-25  99.69  99.03 -0.66  3.71
2024-03-26  99.95 100.26  0.32  4.03
2024-03-27 100.69 100.38 -0.31  3.72
2024-03-28 100.00  99.83 -0.17  3.55
2024-04-01  99.52  98.98 -0.54  3.01
2024-04-02  99.29  99.02 -0.27  2.74
2024-04-03  99.90 101.26  1.36  4.10
2024-04-04  98.96  97.85 -1.13  2.97
2024-04-05 100.42 100.56  0.14  3.11
2024-04-08 100.00 100.27  0.26  3.38
2024-04-09  99.93 100.27  0.34  3.72
2024-04-10  99.05  98.65 -0.41  3.31
2024-04-11  99.97 101.69  1.72  5.03
2024-04-12  99.05  98.26 -0.80  4.23
2024-04-15  99.43  99.12 -0.32  3.91
2024-04-16 100.07  99.85 -0.22  3.70
2024-04-17  99.89  97.77 -2.12  1.58
2024-04-18 100.03  99.70 -0.33  1.24
2024-04-19 100.30  98.80 -1.49 -0.25
2024-04-22 100.39 101.57  1.18  0.93
2024-04-23 100.40 100.61  0.20  1.13
2024-04-24  99.84  99.70 -0.15  0.99
2024-04-25  99.28  99.67  0.39  1.38
2024-04-29 100.41 101.52  1.10  2.49
2024-04-30  98.73  99.28  0.55  3.04
2024-05-01 100.24  99.92 -0.31  2.72
2024-05-06 101.31 102.21  0.89  3.62
2024-05-07  99.98  99.48 -0.50  3.11
2024-05-08 100.22  98.96 -1.26  1.85
Mean Absolute Error: 0.84%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00241
Norm: 49.63
===
      date predic actual  diff   acc
2024-02-28  99.95  99.26 -0.69 -0.69
2024-02-29 100.06 100.96  0.90  0.22
2024-03-01 100.19 102.43  2.23  2.45
2024-03-04  99.75  99.21 -0.54  1.91
2024-03-05  99.21  99.69  0.48  2.39
2024-03-06 100.17 101.43  1.26  3.65
2024-03-07 100.24  98.28 -1.95  1.69
2024-03-08  99.93  98.28 -1.66  0.03
2024-03-11 100.05  98.67 -1.38 -1.35
2024-03-12 100.33 101.78  1.44  0.10
2024-03-13 100.04  98.50 -1.54 -1.44
2024-03-14  99.73  99.83  0.09 -1.34
2024-03-15  99.35 101.15  1.82  0.47
2024-03-18 100.09 101.53  1.44  1.92
2024-03-20 100.95 102.63  1.66  3.58
2024-03-21 100.39 100.95  0.55  4.13
2024-03-22  99.38  99.48  0.10  4.23
2024-03-25  99.68  99.03 -0.65  3.58
2024-03-26  99.94 100.26  0.32  3.90
2024-03-27 100.70 100.38 -0.32  3.58
2024-03-28 100.00  99.83 -0.16  3.42
2024-04-01  99.51  98.98 -0.54  2.88
2024-04-02  99.27  99.02 -0.26  2.62
2024-04-03  99.90 101.26  1.37  3.99
2024-04-04  98.94  97.85 -1.11  2.88
2024-04-05 100.42 100.56  0.14  3.02
2024-04-08 100.00 100.27  0.27  3.29
2024-04-09  99.92 100.27  0.34  3.63
2024-04-10  99.04  98.65 -0.40  3.24
2024-04-11  99.97 101.69  1.73  4.96
2024-04-12  99.03  98.26 -0.78  4.19
2024-04-15  99.42  99.12 -0.31  3.88
2024-04-16 100.07  99.85 -0.22  3.66
2024-04-17  99.88  97.77 -2.12  1.55
2024-04-18 100.02  99.70 -0.33  1.22
2024-04-19 100.30  98.80 -1.49 -0.28
2024-04-22 100.39 101.57  1.18  0.90
2024-04-23 100.41 100.61  0.20  1.10
2024-04-24  99.84  99.70 -0.14  0.96
2024-04-25  99.27  99.67  0.41  1.37
2024-04-29 100.42 101.52  1.10  2.47
2024-04-30  98.71  99.28  0.57  3.04
2024-05-01 100.23  99.92 -0.31  2.73
2024-05-06 101.32 102.21  0.88  3.61
2024-05-07  99.98  99.48 -0.50  3.11
2024-05-08 100.22  98.96 -1.26  1.85
2024-05-09 100.53 100.48 -0.05  1.80
Mean Absolute Error: 0.83%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00240
Norm: 50.60
===
      date predic actual  diff   acc
2024-02-29 100.05 100.96  0.92  0.92
2024-03-01 100.18 102.43  2.24  3.16
2024-03-04  99.74  99.21 -0.53  2.63
2024-03-05  99.21  99.69  0.48  3.10
2024-03-06 100.15 101.43  1.27  4.38
2024-03-07 100.23  98.28 -1.94  2.43
2024-03-08  99.92  98.28 -1.65  0.79
2024-03-11 100.03  98.67 -1.37 -0.58
2024-03-12 100.31 101.78  1.46  0.88
2024-03-13 100.02  98.50 -1.52 -0.64
2024-03-14  99.73  99.83  0.10 -0.54
2024-03-15  99.34 101.15  1.82  1.28
2024-03-18 100.08 101.53  1.46  2.73
2024-03-20 100.93 102.63  1.68  4.41
2024-03-21 100.38 100.95  0.57  4.98
2024-03-22  99.38  99.48  0.10  5.09
2024-03-25  99.68  99.03 -0.65  4.44
2024-03-26  99.93 100.26  0.33  4.77
2024-03-27 100.68 100.38 -0.30  4.48
2024-03-28  99.99  99.83 -0.15  4.32
2024-04-01  99.51  98.98 -0.53  3.79
2024-04-02  99.27  99.02 -0.26  3.53
2024-04-03  99.89 101.26  1.38  4.91
2024-04-04  98.95  97.85 -1.11  3.79
2024-04-05 100.40 100.56  0.16  3.95
2024-04-08  99.99 100.27  0.28  4.23
2024-04-09  99.91 100.27  0.35  4.59
2024-04-10  99.04  98.65 -0.40  4.19
2024-04-11  99.96 101.69  1.74  5.93
2024-04-12  99.04  98.26 -0.78  5.14
2024-04-15  99.42  99.12 -0.30  4.84
2024-04-16 100.05  99.85 -0.20  4.64
2024-04-17  99.88  97.77 -2.11  2.53
2024-04-18 100.01  99.70 -0.32  2.21
2024-04-19 100.29  98.80 -1.48  0.73
2024-04-22 100.37 101.57  1.19  1.93
2024-04-23 100.39 100.61  0.22  2.15
2024-04-24  99.83  99.70 -0.13  2.01
2024-04-25  99.27  99.67  0.41  2.42
2024-04-29 100.40 101.52  1.12  3.54
2024-04-30  98.72  99.28  0.56  4.10
2024-05-01 100.22  99.92 -0.30  3.81
2024-05-06 101.30 102.21  0.90  4.71
2024-05-07  99.97  99.48 -0.49  4.22
2024-05-08 100.21  98.96 -1.25  2.98
2024-05-09 100.51 100.48 -0.03  2.94
2024-05-10 100.14  99.28 -0.86  2.08
Mean Absolute Error: 0.84%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00242
Norm: 41.51
===
      date predic actual  diff   acc
2024-03-01 100.17 102.43  2.26  2.26
2024-03-04  99.74  99.21 -0.53  1.72
2024-03-05  99.21  99.69  0.48  2.21
2024-03-06 100.13 101.43  1.29  3.50
2024-03-07 100.20  98.28 -1.91  1.59
2024-03-08  99.90  98.28 -1.62 -0.03
2024-03-11 100.02  98.67 -1.35 -1.39
2024-03-12 100.31 101.78  1.47  0.08
2024-03-13 100.01  98.50 -1.51 -1.44
2024-03-14  99.73  99.83  0.10 -1.34
2024-03-15  99.36 101.15  1.81  0.47
2024-03-18 100.07 101.53  1.47  1.93
2024-03-20 100.93 102.63  1.68  3.61
2024-03-21 100.37 100.95  0.58  4.19
2024-03-22  99.37  99.48  0.11  4.30
2024-03-25  99.67  99.03 -0.64  3.66
2024-03-26  99.92 100.26  0.34  4.00
2024-03-27 100.66 100.38 -0.28  3.72
2024-03-28  99.98  99.83 -0.14  3.58
2024-04-01  99.51  98.98 -0.53  3.05
2024-04-02  99.27  99.02 -0.26  2.79
2024-04-03  99.88 101.26  1.38  4.17
2024-04-04  98.95  97.85 -1.11  3.06
2024-04-05 100.39 100.56  0.17  3.23
2024-04-08  99.98 100.27  0.29  3.52
2024-04-09  99.90 100.27  0.36  3.88
2024-04-10  99.07  98.65 -0.43  3.45
2024-04-11  99.95 101.69  1.74  5.20
2024-04-12  99.04  98.26 -0.79  4.41
2024-04-15  99.43  99.12 -0.32  4.09
