Mon Jul  1 00:43:54 UTC 2024
         date  predic  actual  diff   acc
27 2024-05-13   99.95  100.20  0.25 -3.63
28 2024-05-14   99.99  100.95  0.96 -2.67
29 2024-05-15   99.93  100.35  0.42 -2.25
30 2024-05-16   99.98   99.58 -0.40 -2.65
31 2024-05-17   99.98  100.42  0.44 -2.21
32 2024-05-20   99.93  101.38  1.45 -0.76
33 2024-05-21   99.95   99.00 -0.95 -1.71
34 2024-05-22   99.92   99.98  0.05 -1.66
35 2024-05-23   99.77   98.84 -0.93 -2.59
36 2024-05-24   99.95  100.85  0.90 -1.69
37 2024-05-28   99.89  100.27  0.38 -1.31
38 2024-05-29   99.86   97.93 -1.93 -3.24
39 2024-05-30   99.78  100.13  0.34 -2.90
40 2024-05-31  100.16  101.66  1.50 -1.40
41 2024-06-03   99.81   99.80 -0.00 -1.40
42 2024-06-04   99.89   99.73 -0.16 -1.56
43 2024-06-05  100.07  101.09  1.03 -0.53
44 2024-06-06   99.92   99.09 -0.83 -1.36
45 2024-06-07  100.00  100.07  0.07 -1.29
46 2024-06-10   99.98  101.26  1.28 -0.01
Mean Absolute Error: 0.83%
Epoch: 451, Final Loss: 0.000098
Norm: 106.14
===
         date  predic  actual  diff   acc
0  2024-04-02   99.81   99.02 -0.79 -0.79
1  2024-04-03   99.95  101.26  1.32  0.53
2  2024-04-04   99.73   97.85 -1.89 -1.36
3  2024-04-05  100.07  100.56  0.49 -0.87
4  2024-04-08   99.97  100.27  0.30 -0.57
5  2024-04-09   99.93  100.27  0.34 -0.23
6  2024-04-10   99.92   98.65 -1.27 -1.50
7  2024-04-11   99.96  101.69  1.73  0.23
8  2024-04-12   99.78   98.26 -1.51 -1.28
9  2024-04-15   99.94   99.12 -0.83 -2.11
10 2024-04-16  100.01   99.85 -0.16 -2.27
11 2024-04-17   99.90   97.77 -2.13 -4.40
12 2024-04-18   99.98   99.70 -0.29 -4.69
13 2024-04-19  100.02   98.80 -1.21 -5.90
14 2024-04-22  100.06  101.57  1.51 -4.39
15 2024-04-23  100.04  100.61  0.57 -3.82
16 2024-04-24   99.97   99.70 -0.27 -4.09
17 2024-04-25   99.85   99.67 -0.18 -4.27
18 2024-04-29  100.11  101.52  1.41 -2.86
19 2024-04-30   99.87   99.28 -0.59 -3.45
20 2024-05-01   99.71   99.92  0.22 -3.23
21 2024-05-06  100.23  102.21  1.98 -1.25
22 2024-05-07  100.02   99.48 -0.54 -1.79
23 2024-05-08  100.08   98.96 -1.12 -2.91
24 2024-05-09  100.07  100.48  0.41 -2.50
25 2024-05-10  100.01   99.28 -0.73 -3.23
26 2024-05-13   99.96  100.20  0.24 -2.99
27 2024-05-14  100.00  100.95  0.95 -2.04
28 2024-05-15   99.94  100.35  0.40 -1.64
29 2024-05-16   99.99   99.58 -0.41 -2.05
30 2024-05-17   99.99  100.42  0.43 -1.62
31 2024-05-20   99.93  101.38  1.45 -0.17
32 2024-05-21   99.96   99.00 -0.96 -1.13
33 2024-05-22   99.92   99.98  0.05 -1.08
34 2024-05-23   99.75   98.84 -0.91 -1.99
35 2024-05-24   99.95  100.85  0.89 -1.10
36 2024-05-28   99.89  100.27  0.38 -0.72
37 2024-05-29   99.84   97.93 -1.92 -2.64
38 2024-05-30   99.77  100.13  0.36 -2.28
39 2024-05-31  100.20  101.66  1.45 -0.83
40 2024-06-03   99.79   99.80  0.01 -0.82
41 2024-06-04   99.89   99.73 -0.16 -0.98
42 2024-06-05  100.09  101.09  1.00  0.02
43 2024-06-06   99.93   99.09 -0.84 -0.82
44 2024-06-07  100.01  100.07  0.06 -0.76
45 2024-06-10  100.00  101.26  1.27  0.51
46 2024-06-11   99.91   99.34 -0.57 -0.06
Mean Absolute Error: 0.82%
Epoch: 300, Final Loss: 0.000095
Norm: 90.82
===
         date  predic  actual  diff   acc
0  2024-04-03   99.98  101.26  1.28  1.28
1  2024-04-04   99.80   97.85 -1.96 -0.68
2  2024-04-05  100.09  100.56  0.47 -0.21
3  2024-04-08  100.01  100.27  0.26  0.05
4  2024-04-09   99.97  100.27  0.29  0.34
5  2024-04-10   99.96   98.65 -1.32 -0.98
6  2024-04-11  100.00  101.69  1.70  0.72
7  2024-04-12   99.84   98.26 -1.58 -0.86
8  2024-04-15   99.99   99.12 -0.87 -1.73
9  2024-04-16  100.04   99.85 -0.19 -1.92
10 2024-04-17   99.94   97.77 -2.18 -4.10
11 2024-04-18  100.02   99.70 -0.32 -4.42
12 2024-04-19  100.04   98.80 -1.24 -5.66
13 2024-04-22  100.08  101.57  1.49 -4.17
14 2024-04-23  100.06  100.61  0.54 -3.63
15 2024-04-24  100.01   99.70 -0.31 -3.94
16 2024-04-25   99.90   99.67 -0.23 -4.17
17 2024-04-29  100.13  101.52  1.39 -2.78
18 2024-04-30   99.92   99.28 -0.65 -3.43
19 2024-05-01   99.77   99.92  0.16 -3.27
20 2024-05-06  100.22  102.21  1.99 -1.28
21 2024-05-07  100.05   99.48 -0.57 -1.85
22 2024-05-08  100.10   98.96 -1.14 -2.99
23 2024-05-09  100.09  100.48  0.39 -2.60
24 2024-05-10  100.04   99.28 -0.76 -3.36
25 2024-05-13  100.00  100.20  0.20 -3.16
26 2024-05-14  100.03  100.95  0.92 -2.24
27 2024-05-15   99.98  100.35  0.37 -1.87
28 2024-05-16  100.02   99.58 -0.44 -2.31
29 2024-05-17  100.03  100.42  0.40 -1.91
30 2024-05-20   99.98  101.38  1.41 -0.50
31 2024-05-21  100.00   99.00 -1.00 -1.50
32 2024-05-22   99.97   99.98  0.01 -1.49
33 2024-05-23   99.82   98.84 -0.98 -2.47
34 2024-05-24   99.99  100.85  0.86 -1.61
35 2024-05-28   99.94  100.27  0.34 -1.27
36 2024-05-29   99.90   97.93 -1.97 -3.24
37 2024-05-30   99.83  100.13  0.30 -2.94
38 2024-05-31  100.21  101.66  1.45 -1.49
39 2024-06-03   99.85   99.80 -0.05 -1.54
40 2024-06-04   99.93   99.73 -0.21 -1.75
41 2024-06-05  100.11  101.09  0.98 -0.77
42 2024-06-06   99.97   99.09 -0.88 -1.65
43 2024-06-07  100.05  100.07  0.03 -1.62
44 2024-06-10  100.03  101.26  1.23 -0.39
45 2024-06-11   99.95   99.34 -0.62 -1.01
46 2024-06-12   99.95  100.91  0.96 -0.05
Mean Absolute Error: 0.83%
Epoch: 432, Final Loss: 0.000097
Norm: 80.84
===
         date  predic  actual  diff   acc
0  2024-04-04   99.78   97.85 -1.94 -1.94
1  2024-04-05  100.01  100.56  0.56 -1.38
2  2024-04-08   99.94  100.27  0.33 -1.05
3  2024-04-09   99.91  100.27  0.35 -0.70
4  2024-04-10   99.91   98.65 -1.26 -1.96
5  2024-04-11   99.93  101.69  1.76 -0.20
6  2024-04-12   99.81   98.26 -1.55 -1.75
7  2024-04-15   99.93   99.12 -0.81 -2.56
8  2024-04-16   99.96   99.85 -0.11 -2.67
9  2024-04-17   99.89   97.77 -2.13 -4.80
10 2024-04-18   99.95   99.70 -0.25 -5.05
11 2024-04-19   99.97   98.80 -1.16 -6.21
12 2024-04-22  100.00  101.57  1.57 -4.64
13 2024-04-23   99.98  100.61  0.62 -4.02
14 2024-04-24   99.94   99.70 -0.24 -4.26
15 2024-04-25   99.86   99.67 -0.19 -4.45
16 2024-04-29  100.03  101.52  1.49 -2.96
17 2024-04-30   99.88   99.28 -0.60 -3.56
18 2024-05-01   99.76   99.92  0.17 -3.39
19 2024-05-06  100.11  102.21  2.11 -1.28
20 2024-05-07   99.98   99.48 -0.49 -1.77
21 2024-05-08  100.01   98.96 -1.05 -2.82
22 2024-05-09  100.00  100.48  0.47 -2.35
23 2024-05-10   99.97   99.28 -0.69 -3.04
24 2024-05-13   99.94  100.20  0.27 -2.77
25 2024-05-14   99.96  100.95  0.99 -1.78
26 2024-05-15   99.92  100.35  0.43 -1.35
27 2024-05-16   99.95   99.58 -0.37 -1.72
28 2024-05-17   99.96  100.42  0.47 -1.25
29 2024-05-20   99.92  101.38  1.47  0.22
30 2024-05-21   99.93   99.00 -0.93 -0.71
31 2024-05-22   99.91   99.98  0.07 -0.64
32 2024-05-23   99.80   98.84 -0.96 -1.60
33 2024-05-24   99.93  100.85  0.92 -0.68
34 2024-05-28   99.89  100.27  0.39 -0.29
35 2024-05-29   99.86   97.93 -1.93 -2.22
36 2024-05-30   99.80  100.13  0.32 -1.90
37 2024-05-31  100.09  101.66  1.56 -0.34
38 2024-06-03   99.82   99.80 -0.02 -0.36
39 2024-06-04   99.88   99.73 -0.16 -0.52
40 2024-06-05  100.02  101.09  1.07  0.55
41 2024-06-06   99.91   99.09 -0.82 -0.27
42 2024-06-07   99.97  100.07  0.10 -0.17
43 2024-06-10   99.96  101.26  1.31  1.14
44 2024-06-11   99.90   99.34 -0.56  0.58
45 2024-06-12   99.90  100.91  1.02  1.60
46 2024-06-13   99.92   98.34 -1.58  0.02
Mean Absolute Error: 0.84%
Epoch: 767, Final Loss: 0.000101
Norm: 79.77
===
         date  predic  actual  diff   acc
0  2024-04-05  100.07  100.56  0.49  0.49
1  2024-04-08   99.98  100.27  0.29  0.78
2  2024-04-09   99.94  100.27  0.32  1.10
3  2024-04-10   99.93   98.65 -1.29 -0.19
4  2024-04-11   99.97  101.69  1.73  1.54
5  2024-04-12   99.81   98.26 -1.54  0.00
6  2024-04-15   99.96   99.12 -0.84 -0.84
7  2024-04-16  100.01   99.85 -0.16 -1.00
8  2024-04-17   99.91   97.77 -2.15 -3.15
9  2024-04-18   99.99   99.70 -0.29 -3.44
10 2024-04-19  100.02   98.80 -1.21 -4.65
11 2024-04-22  100.05  101.57  1.51 -3.14
12 2024-04-23  100.04  100.61  0.57 -2.57
13 2024-04-24   99.98   99.70 -0.28 -2.85
14 2024-04-25   99.87   99.67 -0.20 -3.05
15 2024-04-29  100.10  101.52  1.42 -1.63
16 2024-04-30   99.89   99.28 -0.62 -2.25
17 2024-05-01   99.73   99.92  0.19 -2.06
18 2024-05-06  100.20  102.21  2.01 -0.05
19 2024-05-07  100.03   99.48 -0.54 -0.59
20 2024-05-08  100.07   98.96 -1.11 -1.70
21 2024-05-09  100.06  100.48  0.41 -1.29
22 2024-05-10  100.01   99.28 -0.73 -2.02
23 2024-05-13   99.97  100.20  0.23 -1.79
24 2024-05-14  100.01  100.95  0.94 -0.85
25 2024-05-15   99.95  100.35  0.40 -0.45
26 2024-05-16   99.99   99.58 -0.41 -0.86
27 2024-05-17  100.00  100.42  0.42 -0.44
28 2024-05-20   99.95  101.38  1.44  1.00
29 2024-05-21   99.97   99.00 -0.97  0.03
30 2024-05-22   99.94   99.98  0.04  0.07
31 2024-05-23   99.78   98.84 -0.94 -0.87
32 2024-05-24   99.96  100.85  0.88  0.01
33 2024-05-28   99.90  100.27  0.37  0.38
34 2024-05-29   99.87   97.93 -1.94 -1.56
35 2024-05-30   99.79  100.13  0.33 -1.23
36 2024-05-31  100.19  101.66  1.47  0.24
37 2024-06-03   99.82   99.80 -0.01  0.23
38 2024-06-04   99.90   99.73 -0.18  0.05
39 2024-06-05  100.09  101.09  1.00  1.05
40 2024-06-06   99.94   99.09 -0.85  0.20
41 2024-06-07  100.02  100.07  0.05  0.25
42 2024-06-10  100.00  101.26  1.26  1.51
43 2024-06-11   99.92   99.34 -0.59  0.92
44 2024-06-12   99.92  100.91  0.99  1.91
45 2024-06-13   99.95   98.34 -1.61  0.30
46 2024-06-14   99.97   99.63 -0.35 -0.05
Mean Absolute Error: 0.80%
Epoch: 396, Final Loss: 0.000092
Norm: 70.12
===
         date  predic  actual  diff   acc
0  2024-04-08   99.96  100.27  0.30  0.30
1  2024-04-09   99.93  100.27  0.33  0.63
2  2024-04-10   99.93   98.65 -1.28 -0.65
3  2024-04-11   99.95  101.69  1.74  1.09
4  2024-04-12   99.81   98.26 -1.55 -0.46
5  2024-04-15   99.95   99.12 -0.83 -1.29
6  2024-04-16   99.99   99.85 -0.14 -1.43
7  2024-04-17   99.91   97.77 -2.14 -3.57
8  2024-04-18   99.97   99.70 -0.28 -3.85
9  2024-04-19  100.00   98.80 -1.19 -5.04
10 2024-04-22  100.03  101.57  1.54 -3.50
11 2024-04-23  100.02  100.61  0.59 -2.91
12 2024-04-24   99.96   99.70 -0.27 -3.18
13 2024-04-25   99.87   99.67 -0.20 -3.38
14 2024-04-29  100.07  101.52  1.45 -1.93
15 2024-04-30   99.89   99.28 -0.61 -2.54
16 2024-05-01   99.74   99.92  0.18 -2.36
17 2024-05-06  100.16  102.21  2.05 -0.31
18 2024-05-07  100.01   99.48 -0.53 -0.84
19 2024-05-08  100.05   98.96 -1.09 -1.93
20 2024-05-09  100.04  100.48  0.44 -1.49
21 2024-05-10  100.00   99.28 -0.72 -2.21
22 2024-05-13   99.96  100.20  0.24 -1.97
23 2024-05-14   99.99  100.95  0.96 -1.01
24 2024-05-15   99.94  100.35  0.41 -0.60
25 2024-05-16   99.98   99.58 -0.40 -1.00
26 2024-05-17   99.98  100.42  0.44 -0.56
27 2024-05-20   99.94  101.38  1.45  0.89
28 2024-05-21   99.96   99.00 -0.96 -0.07
29 2024-05-22   99.93   99.98  0.05 -0.02
30 2024-05-23   99.79   98.84 -0.95 -0.97
31 2024-05-24   99.95  100.85  0.90 -0.07
32 2024-05-28   99.90  100.27  0.37  0.30
33 2024-05-29   99.87   97.93 -1.94 -1.64
34 2024-05-30   99.80  100.13  0.33 -1.31
35 2024-05-31  100.15  101.66  1.51  0.20
36 2024-06-03   99.82   99.80 -0.02  0.18
37 2024-06-04   99.90   99.73 -0.17  0.01
38 2024-06-05  100.06  101.09  1.03  1.04
39 2024-06-06   99.93   99.09 -0.84  0.20
40 2024-06-07  100.00  100.07  0.07  0.27
41 2024-06-10   99.99  101.26  1.28  1.55
42 2024-06-11   99.92   99.34 -0.58  0.97
43 2024-06-12   99.91  100.91  1.00  1.97
44 2024-06-13   99.94   98.34 -1.60  0.37
45 2024-06-14   99.96   99.63 -0.33  0.04
46 2024-06-17  100.03   99.95 -0.08 -0.04
Mean Absolute Error: 0.79%
Epoch: 572, Final Loss: 0.000092
Norm: 71.33
===
         date  predic  actual  diff   acc
0  2024-04-09   99.94  100.27  0.33  0.33
1  2024-04-10   99.93   98.65 -1.29 -0.96
2  2024-04-11   99.96  101.69  1.73  0.77
3  2024-04-12   99.83   98.26 -1.57 -0.80
4  2024-04-15   99.95   99.12 -0.84 -1.64
5  2024-04-16   99.99   99.85 -0.14 -1.78
6  2024-04-17   99.92   97.77 -2.15 -3.93
7  2024-04-18   99.98   99.70 -0.28 -4.21
8  2024-04-19  100.00   98.80 -1.19 -5.40
9  2024-04-22  100.03  101.57  1.54 -3.86
10 2024-04-23  100.02  100.61  0.59 -3.27
11 2024-04-24   99.97   99.70 -0.27 -3.54
12 2024-04-25   99.88   99.67 -0.21 -3.75
13 2024-04-29  100.07  101.52  1.45 -2.30
14 2024-04-30   99.90   99.28 -0.62 -2.92
15 2024-05-01   99.77   99.92  0.15 -2.77
16 2024-05-06  100.14  102.21  2.07 -0.70
17 2024-05-07  100.01   99.48 -0.52 -1.22
18 2024-05-08  100.04   98.96 -1.08 -2.30
19 2024-05-09  100.03  100.48  0.44 -1.86
20 2024-05-10  100.00   99.28 -0.72 -2.58
21 2024-05-13   99.96  100.20  0.24 -2.34
22 2024-05-14   99.99  100.95  0.96 -1.38
23 2024-05-15   99.94  100.35  0.40 -0.98
24 2024-05-16   99.98   99.58 -0.40 -1.38
25 2024-05-17   99.98  100.42  0.44 -0.94
26 2024-05-20   99.94  101.38  1.44  0.50
27 2024-05-21   99.96   99.00 -0.96 -0.46
28 2024-05-22   99.94   99.98  0.04 -0.42
29 2024-05-23   99.81   98.84 -0.97 -1.39
30 2024-05-24   99.96  100.85  0.89 -0.50
31 2024-05-28   99.91  100.27  0.36 -0.14
32 2024-05-29   99.88   97.93 -1.95 -2.09
33 2024-05-30   99.82  100.13  0.30 -1.79
34 2024-05-31  100.13  101.66  1.53 -0.26
35 2024-06-03   99.84   99.80 -0.04 -0.30
36 2024-06-04   99.91   99.73 -0.18 -0.48
37 2024-06-05  100.05  101.09  1.04  0.56
38 2024-06-06   99.94   99.09 -0.85 -0.29
39 2024-06-07  100.00  100.07  0.07 -0.22
40 2024-06-10   99.99  101.26  1.28  1.06
41 2024-06-11   99.93   99.34 -0.59  0.47
42 2024-06-12   99.92  100.91  0.99  1.46
43 2024-06-13   99.95   98.34 -1.61 -0.15
44 2024-06-14   99.97   99.63 -0.34 -0.49
45 2024-06-17  100.02   99.95 -0.07 -0.56
46 2024-06-18   99.97  100.52  0.55 -0.01
Mean Absolute Error: 0.80%
Epoch: 692, Final Loss: 0.000093
Norm: 78.57
===
         date  predic  actual  diff   acc
0  2024-04-10   99.92   98.65 -1.28 -1.28
1  2024-04-11   99.95  101.69  1.74  0.46
2  2024-04-12   99.81   98.26 -1.55 -1.09
3  2024-04-15   99.94   99.12 -0.83 -1.92
4  2024-04-16   99.99   99.85 -0.14 -2.06
5  2024-04-17   99.90   97.77 -2.14 -4.20
6  2024-04-18   99.97   99.70 -0.27 -4.47
7  2024-04-19   99.99   98.80 -1.19 -5.66
8  2024-04-22  100.03  101.57  1.54 -4.12
9  2024-04-23  100.01  100.61  0.60 -3.52
10 2024-04-24   99.96   99.70 -0.26 -3.78
11 2024-04-25   99.86   99.67 -0.19 -3.97
12 2024-04-29  100.07  101.52  1.45 -2.52
13 2024-04-30   99.88   99.28 -0.61 -3.13
14 2024-05-01   99.74   99.92  0.18 -2.95
15 2024-05-06  100.16  102.21  2.06 -0.89
16 2024-05-07  100.00   99.48 -0.52 -1.41
17 2024-05-08  100.04   98.96 -1.08 -2.49
18 2024-05-09  100.03  100.48  0.44 -2.05
19 2024-05-10   99.99   99.28 -0.71 -2.76
20 2024-05-13   99.95  100.20  0.25 -2.51
21 2024-05-14   99.98  100.95  0.97 -1.54
22 2024-05-15   99.93  100.35  0.41 -1.13
23 2024-05-16   99.97   99.58 -0.39 -1.52
24 2024-05-17   99.98  100.42  0.44 -1.08
25 2024-05-20   99.93  101.38  1.45  0.37
26 2024-05-21   99.95   99.00 -0.95 -0.58
27 2024-05-22   99.92   99.98  0.05 -0.53
28 2024-05-23   99.79   98.84 -0.95 -1.48
29 2024-05-24   99.95  100.85  0.90 -0.58
30 2024-05-28   99.89  100.27  0.38 -0.20
31 2024-05-29   99.86   97.93 -1.93 -2.13
32 2024-05-30   99.80  100.13  0.33 -1.80
33 2024-05-31  100.14  101.66  1.51 -0.29
34 2024-06-03   99.82   99.80 -0.01 -0.30
35 2024-06-04   99.89   99.73 -0.17 -0.47
36 2024-06-05  100.06  101.09  1.04  0.57
37 2024-06-06   99.92   99.09 -0.83 -0.26
38 2024-06-07  100.00  100.07  0.08 -0.18
39 2024-06-10   99.98  101.26  1.28  1.10
40 2024-06-11   99.91   99.34 -0.57  0.53
41 2024-06-12   99.91  100.91  1.01  1.54
42 2024-06-13   99.93   98.34 -1.59 -0.05
43 2024-06-14   99.96   99.63 -0.33 -0.38
44 2024-06-17  100.02   99.95 -0.07 -0.45
45 2024-06-18   99.97  100.52  0.56  0.11
46 2024-06-20  100.09   99.95 -0.14 -0.03
Mean Absolute Error: 0.80%
Epoch: 581, Final Loss: 0.000092
Norm: 78.19
===
         date  predic  actual  diff   acc
0  2024-04-11   99.97  101.69  1.72  1.72
1  2024-04-12   99.81   98.26 -1.55  0.17
2  2024-04-15   99.96   99.12 -0.84 -0.67
3  2024-04-16  100.01   99.85 -0.16 -0.83
4  2024-04-17   99.92   97.77 -2.15 -2.98
5  2024-04-18   99.99   99.70 -0.29 -3.27
6  2024-04-19  100.02   98.80 -1.21 -4.48
7  2024-04-22  100.06  101.57  1.51 -2.97
8  2024-04-23  100.04  100.61  0.57 -2.40
9  2024-04-24   99.98   99.70 -0.28 -2.68
10 2024-04-25   99.87   99.67 -0.20 -2.88
11 2024-04-29  100.10  101.52  1.42 -1.46
12 2024-04-30   99.89   99.28 -0.62 -2.08
13 2024-05-01   99.74   99.92  0.19 -1.89
14 2024-05-06  100.20  102.21  2.01  0.12
15 2024-05-07  100.03   99.48 -0.55 -0.43
16 2024-05-08  100.07   98.96 -1.11 -1.54
17 2024-05-09  100.06  100.48  0.41 -1.13
18 2024-05-10  100.01   99.28 -0.74 -1.87
19 2024-05-13   99.97  100.20  0.23 -1.64
20 2024-05-14  100.01  100.95  0.94 -0.70
21 2024-05-15   99.95  100.35  0.40 -0.30
22 2024-05-16  100.00   99.58 -0.42 -0.72
23 2024-05-17  100.00  100.42  0.42 -0.30
24 2024-05-20   99.95  101.38  1.43  1.13
25 2024-05-21   99.97   99.00 -0.97  0.16
26 2024-05-22   99.94   99.98  0.04  0.20
27 2024-05-23   99.79   98.84 -0.95 -0.75
28 2024-05-24   99.97  100.85  0.88  0.13
29 2024-05-28   99.91  100.27  0.36  0.49
30 2024-05-29   99.87   97.93 -1.94 -1.45
31 2024-05-30   99.80  100.13  0.33 -1.12
32 2024-05-31  100.18  101.66  1.47  0.35
33 2024-06-03   99.82   99.80 -0.02  0.33
34 2024-06-04   99.91   99.73 -0.18  0.15
35 2024-06-05  100.09  101.09  1.00  1.15
36 2024-06-06   99.94   99.09 -0.85  0.30
37 2024-06-07  100.02  100.07  0.05  0.35
38 2024-06-10  100.00  101.26  1.26  1.61
39 2024-06-11   99.93   99.34 -0.59  1.02
40 2024-06-12   99.92  100.91  0.99  2.01
41 2024-06-13   99.95   98.34 -1.61  0.40
42 2024-06-14   99.98   99.63 -0.35  0.05
43 2024-06-17  100.05   99.95 -0.10 -0.05
44 2024-06-18   99.99  100.52  0.54  0.49
45 2024-06-20  100.13   99.95 -0.18  0.31
46 2024-06-21  100.00   99.65 -0.35 -0.04
Mean Absolute Error: 0.77%
Epoch: 403, Final Loss: 0.000088
Norm: 68.41
===
         date  predic  actual  diff   acc
0  2024-04-12   99.82   98.26 -1.56 -1.56
1  2024-04-15   99.94   99.12 -0.83 -2.39
2  2024-04-16   99.98   99.85 -0.13 -2.52
3  2024-04-17   99.91   97.77 -2.14 -4.66
4  2024-04-18   99.97   99.70 -0.27 -4.93
5  2024-04-19   99.99   98.80 -1.18 -6.11
6  2024-04-22  100.02  101.57  1.55 -4.56
7  2024-04-23  100.00  100.61  0.60 -3.96
8  2024-04-24   99.96   99.70 -0.26 -4.22
9  2024-04-25   99.87   99.67 -0.20 -4.42
10 2024-04-29  100.05  101.52  1.47 -2.95
11 2024-04-30   99.89   99.28 -0.61 -3.56
12 2024-05-01   99.76   99.92  0.16 -3.40
13 2024-05-06  100.13  102.21  2.08 -1.32
14 2024-05-07  100.00   99.48 -0.51 -1.83
15 2024-05-08  100.03   98.96 -1.07 -2.90
16 2024-05-09  100.02  100.48  0.45 -2.45
17 2024-05-10   99.99   99.28 -0.71 -3.16
18 2024-05-13   99.95  100.20  0.25 -2.91
19 2024-05-14   99.98  100.95  0.97 -1.94
20 2024-05-15   99.93  100.35  0.41 -1.53
21 2024-05-16   99.97   99.58 -0.39 -1.92
22 2024-05-17   99.97  100.42  0.45 -1.47
23 2024-05-20   99.93  101.38  1.45 -0.02
24 2024-05-21   99.95   99.00 -0.95 -0.97
25 2024-05-22   99.93   99.98  0.05 -0.92
26 2024-05-23   99.81   98.84 -0.96 -1.88
27 2024-05-24   99.95  100.85  0.90 -0.98
28 2024-05-28   99.90  100.27  0.37 -0.61
29 2024-05-29   99.87   97.93 -1.94 -2.55
30 2024-05-30   99.81  100.13  0.31 -2.24
31 2024-05-31  100.12  101.66  1.54 -0.70
32 2024-06-03   99.83   99.80 -0.03 -0.73
33 2024-06-04   99.90   99.73 -0.17 -0.90
34 2024-06-05  100.04  101.09  1.05  0.15
35 2024-06-06   99.93   99.09 -0.84 -0.69
36 2024-06-07   99.99  100.07  0.08 -0.61
37 2024-06-10   99.98  101.26  1.29  0.68
38 2024-06-11   99.92   99.34 -0.58  0.10
39 2024-06-12   99.91  100.91  1.00  1.10
40 2024-06-13   99.93   98.34 -1.59 -0.49
41 2024-06-14   99.96   99.63 -0.33 -0.82
42 2024-06-17  100.01   99.95 -0.06 -0.88
43 2024-06-18   99.96  100.52  0.56 -0.32
44 2024-06-20  100.07   99.95 -0.12 -0.44
45 2024-06-21   99.98   99.65 -0.32 -0.76
46 2024-06-24   99.99  100.75  0.75 -0.01
Mean Absolute Error: 0.76%
Epoch: 694, Final Loss: 0.000085
Norm: 84.60
===
         date  predic  actual  diff   acc
0  2024-04-15  100.01   99.12 -0.89 -0.89
1  2024-04-16  100.07   99.85 -0.21 -1.10
2  2024-04-17   99.96   97.77 -2.19 -3.29
3  2024-04-18  100.04   99.70 -0.34 -3.63
4  2024-04-19  100.07   98.80 -1.27 -4.90
5  2024-04-22  100.12  101.57  1.45 -3.45
6  2024-04-23  100.10  100.61  0.51 -2.94
7  2024-04-24  100.03   99.70 -0.33 -3.27
8  2024-04-25   99.90   99.67 -0.23 -3.50
9  2024-04-29  100.17  101.52  1.35 -2.15
10 2024-04-30   99.93   99.28 -0.65 -2.80
11 2024-05-01   99.75   99.92  0.18 -2.62
12 2024-05-06  100.29  102.21  1.92 -0.70
13 2024-05-07  100.09   99.48 -0.60 -1.30
14 2024-05-08  100.14   98.96 -1.18 -2.48
15 2024-05-09  100.13  100.48  0.35 -2.13
16 2024-05-10  100.07   99.28 -0.79 -2.92
17 2024-05-13  100.02  100.20  0.18 -2.74
18 2024-05-14  100.06  100.95  0.89 -1.85
19 2024-05-15   99.99  100.35  0.35 -1.50
20 2024-05-16  100.05   99.58 -0.47 -1.97
21 2024-05-17  100.05  100.42  0.37 -1.60
22 2024-05-20   99.99  101.38  1.39 -0.21
23 2024-05-21  100.02   99.00 -1.02 -1.23
24 2024-05-22   99.98   99.98 -0.01 -1.24
25 2024-05-23   99.81   98.84 -0.97 -2.21
26 2024-05-24  100.01  100.85  0.84 -1.37
27 2024-05-28   99.94  100.27  0.33 -1.04
28 2024-05-29   99.90   97.93 -1.97 -3.01
29 2024-05-30   99.82  100.13  0.31 -2.70
30 2024-05-31  100.27  101.66  1.39 -1.31
31 2024-06-03   99.84   99.80 -0.04 -1.35
32 2024-06-04   99.94   99.73 -0.21 -1.56
33 2024-06-05  100.15  101.09  0.94 -0.62
34 2024-06-06   99.98   99.09 -0.89 -1.51
35 2024-06-07  100.08  100.07 -0.00 -1.51
36 2024-06-10  100.06  101.26  1.21 -0.30
37 2024-06-11   99.97   99.34 -0.63 -0.93
38 2024-06-12   99.96  100.91  0.95  0.02
39 2024-06-13   99.99   98.34 -1.65 -1.63
40 2024-06-14  100.02   99.63 -0.40 -2.03
41 2024-06-17  100.11   99.95 -0.16 -2.19
42 2024-06-18  100.04  100.52  0.49 -1.70
43 2024-06-20  100.20   99.95 -0.25 -1.95
44 2024-06-21  100.06   99.65 -0.40 -2.35
45 2024-06-24  100.08  100.75  0.67 -1.68
46 2024-06-25   99.90  101.58  1.68  0.00
Mean Absolute Error: 0.76%
Epoch: 349, Final Loss: 0.000084
Norm: 99.59
===
         date  predic  actual  diff   acc
0  2024-04-16  100.08   99.85 -0.23 -0.23
1  2024-04-17   99.97   97.77 -2.20 -2.43
2  2024-04-18  100.06   99.70 -0.36 -2.79
3  2024-04-19  100.09   98.80 -1.29 -4.08
4  2024-04-22  100.14  101.57  1.43 -2.65
5  2024-04-23  100.12  100.61  0.49 -2.16
6  2024-04-24  100.05   99.70 -0.35 -2.51
7  2024-04-25   99.92   99.67 -0.25 -2.76
8  2024-04-29  100.19  101.52  1.33 -1.43
9  2024-04-30   99.94   99.28 -0.67 -2.10
10 2024-05-01   99.76   99.92  0.16 -1.94
11 2024-05-06  100.31  102.21  1.90 -0.04
12 2024-05-07  100.10   99.48 -0.62 -0.66
13 2024-05-08  100.16   98.96 -1.20 -1.86
